internship_id,job_title,job_type,company_name,sector,description,required_skills,preferred_education,eligible_branches,cities,states,location_type,stipend,start_date,duration_months,number_of_openings,last_date_to_apply,work_mode,minimum_qualification,experience_required
SIH2026-0543,Education Programme Intern,Internship,Sampurna Services Port Blair,Education,"Synthetic 3-month education programme intern opportunity supporting education projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Port Blair.","[""Communication"", ""Content Writing"", ""MS Excel""]",BA / B.Sc. / B.Ed. / BBA,"[""Education"", ""Arts"", ""Science"", ""Social Work"", ""Business Administration""]",Port Blair,Andaman and Nicobar Islands,On-site,16500,2027-04-05,3,16,2027-02-26,In-office,Graduate,No prior experience required
SIH2026-0544,Citizen Services Intern,Internship,Udaan Enterprises Nagpur,Government,"Synthetic 4-month citizen services intern opportunity supporting government projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Nagpur.","[""MS Excel"", ""Communication"", ""Documentation""]",Graduate / Postgraduate,"[""Public Administration"", ""Political Science"", ""Economics"", ""Social Work"", ""Law""]",Nagpur,Maharashtra,On-site,17250,2027-04-08,4,17,2027-02-28,In-office,Graduate,No prior experience required
SIH2026-0545,E-Governance Support Intern,Internship,Saksham Solutions Varanasi,E-Governance,"Synthetic 6-month e-governance support intern opportunity supporting e-governance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Varanasi.","[""MS Excel"", ""Data Entry"", ""Documentation"", ""Communication""]",Diploma / Graduate,"[""Computer Science"", ""Information Technology"", ""Public Administration"", ""Business Administration""]",Varanasi,Uttar Pradesh,Remote,18000,2027-04-11,6,18,2027-03-02,Remote,Diploma,0-1 years preferred
SIH2026-0546,Tourism Operations Intern,Internship,Nayi Disha Technologies Siliguri,Tourism,"Synthetic 2-month tourism operations intern opportunity supporting tourism projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Siliguri.","[""Customer Service"", ""Communication"", ""MS Excel""]",Diploma / Graduate,"[""Tourism"", ""Hospitality"", ""Business Administration"", ""Arts""]",Siliguri,West Bengal,Hybrid,18750,2027-04-14,2,19,2027-03-04,Hybrid,Diploma,No prior experience required
SIH2026-0547,Supply Chain Intern,Internship,JanMitra Networks Bhopal,Logistics,"Synthetic 3-month supply chain intern opportunity supporting logistics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bhopal.","[""MS Excel"", ""Inventory Management"", ""Communication""]",Diploma / BBA / B.Tech,"[""Logistics"", ""Supply Chain Management"", ""Business Administration"", ""Industrial Engineering""]",Bhopal,Madhya Pradesh,On-site,19500,2027-04-17,3,20,2027-03-06,In-office,Diploma,No prior experience required
SIH2026-0548,Digital Marketing Intern,Internship,Aarambh Industries Shillong,Marketing,"Synthetic 3-month digital marketing intern opportunity supporting marketing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Shillong.","[""Digital Marketing"", ""Content Writing"", ""Communication""]",Graduate / Diploma,"[""Marketing"", ""Business Administration"", ""Commerce"", ""Arts"", ""Mass Communication""]",Shillong,Meghalaya,On-site,20250,2027-04-20,3,21,2027-03-08,In-office,Diploma,No prior experience required
SIH2026-0549,Human Resources Intern,Internship,Vikas Initiatives Chandigarh,HR,"Synthetic 4-month human resources intern opportunity supporting hr projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Chandigarh.","[""Communication"", ""MS Excel"", ""Recruitment"", ""Documentation""]",BBA / BA / MBA,"[""Human Resources"", ""Business Administration"", ""Psychology"", ""Arts"", ""Commerce""]",Chandigarh,Chandigarh,On-site,21000,2027-04-23,4,22,2027-03-10,In-office,Graduate,No prior experience required
SIH2026-0550,Livelihoods Intern,Internship,BharatSetu Projects Hyderabad,Rural Development,"Synthetic 6-month livelihoods intern opportunity supporting rural development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Hyderabad.","[""Field Survey"", ""Communication"", ""Data Collection""]",Diploma / Graduate,"[""Rural Development"", ""Social Work"", ""Agriculture"", ""Economics"", ""Public Administration""]",Hyderabad,Telangana,On-site,21750,2027-04-26,6,23,2027-03-12,In-office,Diploma,No prior experience required
SIH2026-0551,Infrastructure Planning Intern,Internship,Pragati Services Madurai,Infrastructure,"Synthetic 2-month infrastructure planning intern opportunity supporting infrastructure projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Madurai.","[""AutoCAD"", ""MS Excel"", ""Documentation""]",Diploma / B.Tech,"[""Civil Engineering"", ""Architecture"", ""Urban Planning"", ""Mechanical Engineering""]",Madurai,Tamil Nadu,Hybrid,24500,2027-04-29,2,24,2027-04-08,Hybrid,Diploma,No prior experience required
SIH2026-0552,Telecom Network Intern,Internship,Navbharat Enterprises Ahmedabad,Telecommunications,"Synthetic 3-month telecom network intern opportunity supporting telecommunications projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Ahmedabad.","[""Networking"", ""Telecommunications"", ""Fiber Optics""]",Diploma / B.Tech,"[""Electronics"", ""Telecommunications"", ""Electrical Engineering"", ""Information Technology""]",Ahmedabad,Gujarat,On-site,25250,2027-05-02,3,25,2027-04-10,In-office,Diploma,No prior experience required
SIH2026-0553,IT Support,Internship,Sampurna Solutions Gaya,IT,"Synthetic 3-month it support opportunity supporting it projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gaya.","[""Linux"", ""Networking"", ""Troubleshooting"", ""MS Excel""]",BCA / B.Sc. IT / B.Tech,"[""Computer Science"", ""Information Technology"", ""Electronics""]",Gaya,Bihar,On-site,8000,2027-05-05,3,2,2027-04-12,In-office,Graduate,0-1 years preferred
SIH2026-0554,Software Development Intern,Internship,Udaan Technologies Kochi,Software Development,"Synthetic 4-month software development intern opportunity supporting software development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Kochi.","[""Python"", ""JavaScript"", ""React""]",B.Tech / BCA / MCA,"[""Computer Science"", ""Information Technology"", ""Software Engineering""]",Kochi,Kerala,On-site,8750,2027-05-08,4,3,2027-04-14,In-office,Graduate,No prior experience required
SIH2026-0555,Data Analytics Intern,Internship,Saksham Networks Jammu,Data Science,"Synthetic 6-month data analytics intern opportunity supporting data science projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jammu.","[""Python"", ""SQL"", ""MS Excel""]",B.Sc. / BCA / B.Tech / MBA,"[""Data Science"", ""Computer Science"", ""Statistics"", ""Mathematics"", ""Commerce""]",Jammu,Jammu and Kashmir,On-site,9500,2027-05-11,6,4,2027-04-16,In-office,Graduate,No prior experience required
SIH2026-0556,Computer Vision Intern,Internship,Nayi Disha Industries Port Blair,AI/ML,"Synthetic 2-month computer vision intern opportunity supporting ai/ml projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Port Blair.","[""Python"", ""Machine Learning"", ""Data Analysis""]",B.Tech / M.Tech / M.Sc.,"[""Computer Science"", ""Data Science"", ""Artificial Intelligence"", ""Electronics""]",Port Blair,Andaman and Nicobar Islands,Hybrid,10250,2027-05-14,2,5,2027-04-18,Hybrid,Graduate,No prior experience required
SIH2026-0557,Cybersecurity Intern,Internship,JanMitra Initiatives Nagpur,Cybersecurity,"Synthetic 3-month cybersecurity intern opportunity supporting cybersecurity projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Nagpur.","[""Cybersecurity"", ""Networking"", ""Linux"", ""Python""]",B.Tech / BCA / B.Sc. IT,"[""Computer Science"", ""Information Technology"", ""Cybersecurity"", ""Electronics""]",Nagpur,Maharashtra,On-site,11000,2027-05-17,3,6,2027-04-20,In-office,Graduate,No prior experience required
SIH2026-0558,Electronics Design Intern,Internship,Aarambh Projects Varanasi,Electronics,"Synthetic 3-month electronics design intern opportunity supporting electronics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Varanasi.","[""Embedded C"", ""Microcontrollers"", ""PCB Design""]",Diploma / B.Tech,"[""Electronics"", ""Electrical Engineering"", ""Instrumentation""]",Varanasi,Uttar Pradesh,On-site,11750,2027-05-20,3,7,2027-04-22,In-office,Diploma,No prior experience required
SIH2026-0559,Production Planning Intern,Internship,Vikas Services Siliguri,Manufacturing,"Synthetic 4-month production planning intern opportunity supporting manufacturing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Siliguri.","[""MS Excel"", ""Quality Control"", ""Lean Manufacturing""]",Diploma / B.Tech / BBA,"[""Mechanical Engineering"", ""Industrial Engineering"", ""Production Engineering"", ""Business Administration""]",Siliguri,West Bengal,On-site,12500,2027-05-23,4,8,2027-04-24,In-office,Diploma,No prior experience required
SIH2026-0560,Automobile Service Intern,Internship,BharatSetu Enterprises Bhopal,Automobile,"Synthetic 6-month automobile service intern opportunity supporting automobile projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bhopal.","[""Automobile Engineering"", ""Diagnostics"", ""Testing""]",Diploma / B.Tech,"[""Automobile Engineering"", ""Mechanical Engineering"", ""Electrical Engineering""]",Bhopal,Madhya Pradesh,On-site,13250,2027-05-26,6,9,2027-04-26,In-office,Diploma,No prior experience required
SIH2026-0561,Finance Operations Intern,Internship,Pragati Solutions Shillong,Finance,"Synthetic 2-month finance operations intern opportunity supporting finance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Shillong.","[""MS Excel"", ""Financial Analysis"", ""Accounting"", ""Tally""]",B.Com / BBA / MBA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Shillong,Meghalaya,Hybrid,12000,2027-05-29,2,10,2027-04-28,Hybrid,Graduate,0-1 years preferred
SIH2026-0562,Branch Operations Intern,Internship,Navbharat Technologies Chandigarh,Banking,"Synthetic 3-month branch operations intern opportunity supporting banking projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Chandigarh.","[""MS Excel"", ""Customer Service"", ""KYC""]",B.Com / BBA / BA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Chandigarh,Chandigarh,Remote,12750,2027-06-01,3,11,2027-04-30,Remote,Graduate,No prior experience required
SIH2026-0563,Healthcare Operations Intern,Internship,Sampurna Networks Hyderabad,Healthcare,"Synthetic 3-month healthcare operations intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Hyderabad.","[""Communication"", ""MS Excel"", ""Documentation""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Hyderabad,Telangana,On-site,13500,2027-06-04,3,12,2027-05-02,In-office,Graduate,No prior experience required
SIH2026-0564,Agriculture Extension Intern,Internship,Udaan Industries Madurai,Agriculture,"Synthetic 4-month agriculture extension intern opportunity supporting agriculture projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Madurai.","[""Agriculture"", ""Field Survey"", ""MS Excel""]",Diploma / B.Sc. / B.Tech,"[""Agriculture"", ""Horticulture"", ""Food Technology"", ""Rural Development""]",Madurai,Tamil Nadu,On-site,14250,2027-06-07,4,13,2027-05-04,In-office,Diploma,No prior experience required
SIH2026-0565,Solar Project Intern,Internship,Saksham Initiatives Ahmedabad,Renewable Energy,"Synthetic 6-month solar project intern opportunity supporting renewable energy projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Ahmedabad.","[""Solar Energy"", ""MS Excel"", ""AutoCAD"", ""Data Analysis""]",Diploma / B.Tech,"[""Electrical Engineering"", ""Mechanical Engineering"", ""Renewable Energy"", ""Civil Engineering""]",Ahmedabad,Gujarat,On-site,17000,2027-06-10,6,14,2027-05-06,In-office,Diploma,No prior experience required
